Route_ID,Distance_Meters,Duration_Seconds,Duration_Minutes,Latitude,Longitude,LatLong
ReoC9L9_VhyYsTa2zlWdQErK_4jl1R63bQwrLSkl2gTIUwkjcamQFw==,4390.634,923.63,15.0,37.7607059286985,-122.38838263971,"37.7607059286985,-122.38838263971"
8Iy1bEC2MPaqAS6ahDQwHKrSREXXuDqS6T4oi005oJEfUY_5oi5eZQ==,5328.976,1313.255,22.0,37.762933,-122.434141,"37.762933,-122.434141"
OmVisEoyRueeIfgeoUYAPvYH3lJr8tgim3uQCHY8r0AcT5XePWtmMQ==,1961.38,525.62,9.0,37.79318163953876,-122.42106940238784,"37.79318163953876,-122.42106940238784"
x-2TeDnL7Nrh6viIn-9YuIhhwqEoUiJvOsIGwyr-YMwNOST3a_j_Cw==,8399.733,1571.896,26.0,37.7636665206062,-122.47785370807917,"37.7636665206062,-122.47785370807917"
sKKmPw4avvBDlzCWbtyKDQGQ0_q1Yx9xuJ3agxDHwQiRiaZB6Qv2pA==,2485.912,612.981,10.0,37.77787,-122.42421,"37.77787,-122.42421"
hAxcofw1oql895-XZ1Y1ksgQr_-6BfM17rTsXvWFICgqLy_YxmifVA==,4134.949,1044.705,17.0,37.77343530099,-122.438993048014,"37.77343530099,-122.438993048014"
sB0TfJJToTSo-s4nMSdHd6bM4kAV-sBE6m1VLq2bV5g13a58LZJQ5g==,2650.902,711.686,12.0,37.78742,-122.43327,"37.78742,-122.43327"
OGiQJUDwYtz5oc704uAHuwhw4-vLto_S5xuNYZhuwQv0G2mv16Bamg==,5284.48,1235.315,21.0,37.752362,-122.419099,"37.752362,-122.419099"
lmWZp0kLKKipoWskHMudmfFkgALLvT6FJxNyTiYNejpAZV-yli0pOA==,2328.059,570.069,10.0,37.783566,-122.432434,"37.783566,-122.432434"
4y6P14Iwr0ErBT-uMuPzulxCG_272zzc5dsuLAgy5nKp6d9xRdPsDQ==,1210.98,337.289,6.0,37.78927924982757,-122.4099596,"37.78927924982757,-122.4099596"
pIEOy6aueiDRmx2XZuc-dYQ7xhelKLg3aU4qrqfVHhZAVOydjDeQwQ==,7678.886,1478.156,25.0,37.750215,-122.427556,"37.750215,-122.427556"
gwWYy1NYdIOqQcJLvNxsnWrPh4Xxs_0CHT-RVSd_Ev8Wm01XxJ_AlA==,1505.102,507.733,8.0,37.782909,-122.40786,"37.782909,-122.40786"
EnlKyiMJsTejHB0dWG5vBl0O9FYaPvJuXGeDj1uyeWFfdwmn8y_byQ==,6371.203,1196.617,20.0,37.7806549278456,-122.478949574806,"37.7806549278456,-122.478949574806"
wZHl24pZ3ktEh1LatAGhfgHe3uSmHu3ouOk5scP2bdVCqF41CafF2w==,4061.978,903.543,15.0,37.788081,-122.446806,"37.788081,-122.446806"
FJb3YUZDz-Q2wtarnsvOJOYhrIODmqpyqqfUTlui-rrGO5hJoRcFTg==,6182.44,1165.993,19.0,37.780714,-122.476806,"37.780714,-122.476806"
yIzROpiDsxE24FrOT9b-osBLv3wVpCHOmiB9U-M3tZpe4abUCM8W3g==,2681.155,744.549,12.0,37.787223387923554,-122.4341518,"37.787223387923554,-122.4341518"
rIFaHQdkMP6s6nYNIJzuw7jjloIBRFjEWML_sY1QLZTPYH6FVihoLg==,2163.168,629.573,10.0,37.7909966558218,-122.397482693195,"37.7909966558218,-122.397482693195"
DYupx-V-rL2eTwy9xLqFvOP3hsgiut2dpHA2tNcjJftcYYi7tpFFOw==,3137.292,729.59,12.0,37.78465,-122.43997,"37.78465,-122.43997"
W1I1Nw1DpZmYSe4TUiI9Co-cmAQhZVWLrXI2GdGafl9N46WZS5DDEg==,1785.52,642.454,11.0,37.80135,-122.41129,"37.80135,-122.41129"
ZyV85jUvijs0eP_xS-MpcXh6g1pY_oMByevuzV1vGF2BaJS0zqLLXQ==,1493.067,439.735,7.0,37.79619567013229,-122.40454157055215,"37.79619567013229,-122.40454157055215"
Jg_1fmvmVrNhOv8_xEoGjwSKJ3F4uvDw2L8WMP-WF_F58nle-uLG6Q==,5922.695,1342.052,22.0,37.7652402,-122.4500965,"37.7652402,-122.4500965"
3jW6-RbpTiLfQtNxUqgMnYVpE2oGMoU0ciHltyZfv_ncYKRD2Lp8SQ==,7325.875,1430.843,24.0,37.76389,-122.46725,"37.76389,-122.46725"
dHgdizlyXaIlYP1i4U3-3vhJ_zHZqGNKLbrQdQ63rTZE3qhPZqjVhQ==,5516.755,955.406,16.0,37.750911,-122.388126,"37.750911,-122.388126"
AFj8q6mPNoQv1MoBmiH33rw9JgJthZ10iaMCDkctudOOjO59EZlWPg==,2902.689,900.951,15.0,37.8059931,-122.40514635275838,"37.8059931,-122.40514635275838"
5FmghbPqCDuGYLXLSGigWL8pcQlhoo30WMh6UsSszNKZrB8mW64ZVg==,4123.948,874.797,15.0,37.7623025861537,-122.397311757684,"37.7623025861537,-122.397311757684"
LeuvXIYi9jn4RvMsX3tW0NMm8yLCqtRgekeuvPMbphOkQrBvtPK9gw==,2979.867,805.479,13.0,37.774414,-122.420937,"37.774414,-122.420937"
1zMZr7g51PMbmu3rGgK7PnErz48V5e474VzmmP8GwcJdu09ml9aKGw==,4252.639,1073.243,18.0,37.763552,-122.432762,"37.763552,-122.432762"
ExzPK8HDZTJEAD6FXTDsKtreq_y1a3Rk46l-zvhqmx0QRW5jVlh-tQ==,1854.671,713.831,12.0,37.7998,-122.40832,"37.7998,-122.40832"
xZ5Aek9G60QbfHo3uJiJOMqtGaWVSoYRf7I0LuLlcNU9ZIdYvM_CYw==,5648.146,1049.973,17.0,37.78066412799114,-122.46872181182351,"37.78066412799114,-122.46872181182351"
27UBP-QfFMEnLtiP-4Qshrao4ODx_Ez-Sp3J6TaDCK2tJOEf_wkw5g==,2312.723,611.667,10.0,37.796378,-122.422173,"37.796378,-122.422173"
ezGgeS1jXD0gUll7qEnUloMDV7kmjK45UYi7jDaCWU39iSYqsl4PFw==,1672.999,623.083,10.0,37.80021,-122.40945,"37.80021,-122.40945"
MswbC9eqD1VgP9LmHzkrV3SkFyvaGkQn_w_D4zZ2sjX_CDbGJnP-Kg==,2304.774,609.065,10.0,37.796319071428506,-122.4220672,"37.796319071428506,-122.4220672"
UU9TQH1OzwUzfeZH5Rw79O47nYWDtuMkv3s-yH83pS7ES7pkCw8fEQ==,1132.952,368.818,6.0,37.781102416684746,-122.40836138075936,"37.781102416684746,-122.40836138075936"
ClmkRiwv6xZray9kQkvJmj4FaF-fVVaMnN3nD7DWdkE5Q1CSVeQYoQ==,2595.588,665.708,11.0,37.80294,-122.402202,"37.80294,-122.402202"
Hcll7Ndkk9UX24LVW1gXjFitfu98uIQ6rzXyfzA4h0YCv_ndqfwJjg==,5383.965,1215.803,20.0,37.769497,-122.450111,"37.769497,-122.450111"
lahftizFBzGuMEQxqiRkBgN5irgQex_RkRJCAA5f5LHGe9rt6QdkZw==,16482.629,1634.634,27.0,37.731264,-122.472851,"37.731264,-122.472851"
0YYdUf8AhEXAyQpBK-yr5nI-9PnIrp-mDz3iHBuEDYKFDTas7gkfbQ==,573.195,229.07,4.0,37.78524,-122.40933,"37.78524,-122.40933"
0LFxzuU9wHOt8IxDhCBFHOCKF-Z0jEuUdlUhvdDjD-IGTbH-n5a_qA==,2870.835,711.81,12.0,37.7893743915288,-122.434076070785,"37.7893743915288,-122.434076070785"
GXiKdx61W1x0dck8pc19a0Qm8MTaE9281rjlM4S2tcZHzPPXWVv0fw==,4626.484,1155.896,19.0,37.806758,-122.431458,"37.806758,-122.431458"
CCh5ah_ZOFyMzxgn3aOzx6IZCEW8l6EWqqlsfoCZ4XlwxEqseFjaRQ==,1558.195,437.062,7.0,37.78085,-122.41651,"37.78085,-122.41651"
ET6CB3iOGBl5UwEGUSpkt3ZWYwVJnn5_5GStsrfF8-RsXQ51-8JUVw==,4072.312,1124.385,19.0,37.76317732013103,-122.41094887566511,"37.76317732013103,-122.41094887566511"
s7DrA1BFUFia5CExeXdrRP79-CSRBvafRsVe98QnqbP-qkY3IwykSw==,3358.104,812.539,14.0,37.788291,-122.440186,"37.788291,-122.440186"
a9OECINwvknwEj-7gZM3uKomNrxzUDzJMwKhVzWy-OBmFbnTIs4mXg==,1236.96,446.168,7.0,37.782098,-122.403773,"37.782098,-122.403773"
LRsQDjBXR8dLRzbYg3embvmaNclx2t_u06j24sQzbFWX-QT3pIt7-A==,3322.932,816.864,14.0,37.76961,-122.42205,"37.76961,-122.42205"
jgpg3WgSZD6pOE2Fv2F1cGZ_vHtPLZhP6iRJcEKAL9iZ0ZoXk5lq-g==,4284.929,1110.825,19.0,37.76261,-122.43094,"37.76261,-122.43094"
hEj35HRClPGIyQTqzlo93-x0-3DylzVR3MiV8vMRwCggiDTh5nRHgA==,10961.271,1969.701,33.0,37.76237,-122.50685,"37.76237,-122.50685"
rRcx01fGjmZA_oD8HZ14bKqpXIeQ6DZXeAmGAGBdfM06HpPru8CBKw==,3613.523,1056.507,18.0,37.76819998383212,-122.38644657401773,"37.76819998383212,-122.38644657401773"
EoKpiKxMnCDgA3znvoJa4ajJ64OzIeVPKYLqsd2391rAZk5jU8nalw==,6109.481,1272.828,21.0,37.7662642,-122.4527631,"37.7662642,-122.4527631"
qXiu0D4xyYFMA2jm17z6b5FMVVzh_VljHX4wluuseQe-00KBpS1AnA==,5156.64,1191.233,20.0,37.7524,-122.41779,"37.7524,-122.41779"
Ybr_v8o3Sy3u9WkrAU3GZe1VFcM2_Ao8upzzjh7kEnjXPlN2UWpfMg==,4473.749,1073.942,18.0,37.75873,-122.41502,"37.75873,-122.41502"
Oax8Lv4n5EvjY9qDBu6bk8EDixgJS027a_SBScBKV_Erasl3PhUTRw==,4608.528,1013.154,17.0,37.80007651069674,-122.44131790345232,"37.80007651069674,-122.44131790345232"
qMYOyRTQIG_qED-wpUNRNedG_QAB5q7wqv2Hfql2Y2dWVzDNe7HfVg==,4634.306,1205.269,20.0,37.76236,-122.43471,"37.76236,-122.43471"
W-NpKzgcES6fPP_BO4j7YfwPR5-q9dwfCNUjkRLNfzxAzDjEd_EZPQ==,16590.24,1663.991,28.0,37.73218,-122.47376,"37.73218,-122.47376"
Bo982HtoycpJhGxk1PFtFi0GPHNjDZ11J2TpANtUUxN1yWnmASF3kA==,5903.029,1227.64,20.0,37.769217,-122.4521212,"37.769217,-122.4521212"
XMhtTnmYk1v8jy0KFCMUAcY7LZZwdtoItZeOD1-fDo0YqY5l1h0sAw==,3013.869,968.822,16.0,37.80894309727483,-122.41843625625316,"37.80894309727483,-122.41843625625316"
3900mXvWLEdHM_rwiYPITbDmpBjcCucptJQkHh90bDZjLA-wU3OyWw==,5442.795,1018.843,17.0,37.78069,-122.46462,"37.78069,-122.46462"
s4h55Ap7NeIsvDU-xZs3KOslMjEENFTJ8F6rMVJ5nTqKqFNeJDfUeg==,2818.155,761.984,13.0,37.7762603759766,-122.426391601562,"37.7762603759766,-122.426391601562"
uIBBNCysR5kH4P8BMja5638BjGkbvgs_zfCG7uWPRxygpJxxo_hi-Q==,1725.595,480.886,8.0,37.77852,-122.41561,"37.77852,-122.41561"
CO1tdZQWC8C9yNHkFT_j3Ik2I1-vUSxahYUbo_VvpHSVdsRROGYf-A==,7092.278,1341.108,22.0,37.744422,-122.420981,"37.744422,-122.420981"
TfajHvqNEMTzQezMmv3xixMwKKimLz0RjKWs-0v5-YNmCEM1yTMpbA==,2685.429,710.775,12.0,37.77643,-122.425,"37.77643,-122.425"
pJTEbLrBW_LARBs1ZYY1PXl5gnSK8eLAbNm3y9x6T14PpbukRfr1jA==,822.951,281.072,5.0,37.79041710774593,-122.4034643,"37.79041710774593,-122.4034643"
IVQOgxMIGSCDB9b_TpJ_EBolghEEPsBSpvgO-47-WfglGMmRL3Y7cA==,3691.077,1021.767,17.0,37.77216,-122.43086,"37.77216,-122.43086"
GxmVI9k6VqwX7RRqgHWrPu3WqFzw1QJ_FE4y-3a4t4Ih0UMhFQcrHg==,4665.355,1028.891,17.0,37.8001342713833,-122.441983893514,"37.8001342713833,-122.441983893514"
gNcEomKHj3hqjqlSgeWc2gG2LcuamMorC_WA2V3AjLbavOstygfHag==,2577.684,674.322,11.0,37.776963880538,-122.423868469312,"37.776963880538,-122.423868469312"
HWkJbHU-7MMpQo5NHeHT_i9H98jyYlomIOlNRUkd4NshspvA4VAaGA==,2221.84,551.159,9.0,37.786225740983646,-122.4301213192068,"37.786225740983646,-122.4301213192068"
a4ewYX7dwmozbgGMd1NtQ3EmPX_w__rdabXAODNH9SkznFLo-6FxxQ==,982.656,308.669,5.0,37.79147715040332,-122.40439555744996,"37.79147715040332,-122.40439555744996"
fcXLrlS8xz0xVKCpQym_WIuI7JYQTXFpJPdU-R9Mz_KtK0Qgb95GVQ==,1490.58,460.86,8.0,37.781794,-122.401819,"37.781794,-122.401819"
H41iXR0KhF3y7Q1_vT-smlbYc4iZh37sWkX1ReuILozmh3Y1K8uHbw==,6983.78,1333.624,22.0,37.748728692831655,-122.42157237486626,"37.748728692831655,-122.42157237486626"
yS2DmQ1F-xveWJrS8l3eEfrIGxDgi3P6xFxaGwdjBhMut1uLrNZkYQ==,2241.456,743.708,12.0,37.77851,-122.39432,"37.77851,-122.39432"
Wy-c9JOaV6blhmaIlselNpolcbZYuALCQgQn81s7_XarVH_xEaDzlQ==,2394.539,625.549,10.0,37.78538352838357,-122.4327894,"37.78538352838357,-122.4327894"
cAzIBP_7pAF8iXxjzs_aW9ScwOx0dtbGkOljK-_QtCpw7Whukw2Z-A==,3467.862,820.838,14.0,37.79768,-122.43245,"37.79768,-122.43245"
TjM24btuzSLd_DLrJfL-Ldmx8yC1Hi37UnKZ6JR0NUBUgbAlcbbyZw==,1725.064,538.574,9.0,37.79573,-122.40284,"37.79573,-122.40284"
bSOXJpNQNyTfCL5DI29KRhy4EG06fyy05FOw8uIj55PRK9ifJhCSPQ==,5467.944,1045.978,17.0,37.77701093697556,-122.46350895613432,"37.77701093697556,-122.46350895613432"
jdCAEVSYby_D-KG9_DZpJB70ydx4JMlN4w86D7zUgqfjdsVO-rZrXg==,1248.993,419.859,7.0,37.78752,-122.39872,"37.78752,-122.39872"
wOFJPo6gWU2OU2a4Ze3RsyyzDXU0da_DAXSyx2SMrLYi7xEX-XMM3A==,1759.456,487.151,8.0,37.7983666,-122.40710947283466,"37.7983666,-122.40710947283466"
H-D0A6JXltEZ3WM1Kv3JnQxxnePBk3ON7aOzx5uFrZdh0VADOoqrLw==,6171.16,1178.822,20.0,37.78275,-122.47439,"37.78275,-122.47439"
xRXeo1cPbr4QHjzDXgrnCXm1NkdO8ywj2E1DbdfJBt2qlN_X4VkABw==,3149.159,840.571,14.0,37.77485,-122.42284,"37.77485,-122.42284"
b78vBUjL-xOlJQP4xkrdKBMY6DBFMVV8UVhU0vNG16rWYJN3pCm8IQ==,5775.928,1443.006,24.0,37.75163,-122.43261,"37.75163,-122.43261"
KbeYQ9D5-vvS3S53yk3iCJlSET4EhBhLhuELbUOLA06jjgA-Yk_aiw==,5805.528,997.627,17.0,37.7587436582161,-122.38823565181,"37.7587436582161,-122.38823565181"
PXZ5nFKmi2u2hO3cplViZ06vV1H63T_WWCgFGUNoAfrzVpP-qxyQ3A==,4129.079,1048.749,17.0,37.76468999214913,-122.43293320000969,"37.76468999214913,-122.43293320000969"
RVlT6XPSv4tCa1Hb9b1m1n0Kmors93f43Ljwx_Srmy-VzdgyUch2OQ==,2684.728,720.134,12.0,37.775994,-122.420395,"37.775994,-122.420395"
XxPD4V2s6DBUDkQSOODzcLbYJTm7BzM2B45HXzqqgUJ4LUZ5aL-d3g==,4940.601,1039.396,17.0,37.77351,-122.45071,"37.77351,-122.45071"
zAeI-FmtTzQ7jZXZ8IU3JnFJszSU1NI7OI5_7KZ0xX5rwZX7deFURA==,4009.853,1069.206,18.0,37.762967,-122.40856,"37.762967,-122.40856"
EKWkOXcUwsHxJcTvGD_0-dA3uT4BOw9IEBnJAK9OkJ2LWH46JhrSpg==,3323.391,987.066,16.0,37.76854388956767,-122.3885514138246,"37.76854388956767,-122.3885514138246"
iIuhucy91gx6eX4mykWCL6uHVweVCoM9v6Yz-r9F49sskw6tm3eTiw==,4040.036,843.726,14.0,37.76243,-122.39682,"37.76243,-122.39682"
bWP-GezT0q1yypvG_BpftsYIWwm6LPNPQMUUHQlaXrlIXPJWxuvrZw==,2623.14,777.235,13.0,37.80556873618561,-122.4134825,"37.80556873618561,-122.4134825"
sMMlpChnK4tG0KU3xhaKmsEwNn6O4Jlu2K6ALf8WYM4DY5LVGQttSA==,1966.45,607.666,10.0,37.77571,-122.40974,"37.77571,-122.40974"
Ph5OzPxrF-wKfzIP3gfUKCHHiMPifgUzHJXim0KFVMdC6RfcbS5pbQ==,7913.512,1481.997,25.0,37.74247463321503,-122.42631744593382,"37.74247463321503,-122.42631744593382"
ncPQrcPaY8t-KRFqkI-TO8F1jPaAFtXQif4Ht56B1nsGFPgHo-pIEQ==,5898.806,1036.399,17.0,37.7531052,-122.4068629,"37.7531052,-122.4068629"
rCWYoGh5-YVgAvIU5EuWgdEdnHXj--KwabMxnpxC3VEABbsT3XQkdg==,4753.5,1254.633,21.0,37.75977017244578,-122.43513274110454,"37.75977017244578,-122.43513274110454"
wW_v4XTi_5xOnrLCFlsbP6fWgaqt20mIsiFFE8XiJSbKI_zOvuogNA==,4717.945,1152.093,19.0,37.756697272864145,-122.4190795,"37.756697272864145,-122.4190795"
TRkzeQiIVdsnh5Hl1q2fnMU45tq-IuPy4j-OKdchcRUCsvK_RmkpIw==,3669.884,1014.137,17.0,37.77219859919826,-122.43062306195498,"37.77219859919826,-122.43062306195498"
dR9wT6Y6-i2YPwgm0mawCfxg7IdPviAams30r7E_bRgLfhn9ualIbg==,2685.759,785.483,13.0,37.80673720176911,-122.41693737401872,"37.80673720176911,-122.41693737401872"
VvhA6Mfrq6jiATozq4LyPREFNudixUk494ouuIrUQZpJgdGDlV-ePg==,4736.499,1224.625,20.0,37.761243,-122.434248,"37.761243,-122.434248"
JjRIRbFwI6KUtVwCp9XfhF8IWdZRb3pX3T3eMla9OFmACyKsg3Y8Yw==,3587.413,833.737,14.0,37.7781489203981,-122.438551256878,"37.7781489203981,-122.438551256878"
NkDCy3Hwu6sYX6gJBhcXLYsl95OXnoJ_eTcKZ1X-dTwbSr3hrI-O4Q==,1732.046,476.929,8.0,37.79825,-122.407014,"37.79825,-122.407014"
_osG3GhcwyGXojDKauNXKVEK_voZO7snaLCLibcUVAXldHsHpS9JxA==,1357.136,381.374,6.0,37.7864515,-122.4208732178477,"37.7864515,-122.4208732178477"
9O1Wo3IxidrRDseHHleJ95ct8tYo5g9GpFRqke6h9puF0Ur7a3hKww==,7339.42,1447.115,24.0,37.76415,-122.46711,"37.76415,-122.46711"
wiCe9Seg0YUD50DxBPx9uXihxuYkikKfy7Epo0C-41OC2S9P0gGoxw==,4928.096,1144.373,19.0,37.75531764326802,-122.4195362,"37.75531764326802,-122.4195362"
ft0BQcWrfXKhFpCYMyrqyQ0_erG1_Dwc4UuuaDs11DgP3pS8KS_o4A==,2542.495,662.806,11.0,37.776635,-122.423396,"37.776635,-122.423396"
1IFPLfj3VZlL-6I8AgpsmMgq5xR-eyIN4A4-EbrTOSvEvE7wqk31tA==,1245.578,331.37,6.0,37.787152,-122.416361,"37.787152,-122.416361"
FjxHzuQ4-iOcQWDP3bLMb5v_MbCLmaNopO0_yz3Pt7oXnMxBTcgSjQ==,2377.396,623.297,10.0,37.78374,-122.433005,"37.78374,-122.433005"
czifkIZLhBFQ8lZE6FxmA3to-_fvCdqmuG6Tp2sbGOcKldxiBKXuzA==,5379.118,1321.851,22.0,37.76337770000001,-122.43389504387795,"37.76337770000001,-122.43389504387795"
oQpoVILjjAu3oggW2wI5plkdqggL3-mr9Y9HNPHWawnIcA9tof79Gw==,4501.976,989.273,16.0,37.80048,-122.44014,"37.80048,-122.44014"
5G2fK102y2IWeX_BNZabYkPuQdGMa_BPKHHkJ_EvhfDaeRxtJPImhw==,6900.522,1375.357,23.0,37.764337,-122.462736,"37.764337,-122.462736"
76cwvPMy0A0V30RxbdkJQ-p2teG89XHfBWOATxOAdXHiwXfeqTNpkg==,1375.656,404.912,7.0,37.791198,-122.417596,"37.791198,-122.417596"
Rkcj8QmN8nhh_VBTuNeaMXycBegLthgf7YSnn-gBITubEbaqkvsnag==,3685.906,1019.905,17.0,37.771917,-122.430753,"37.771917,-122.430753"
Yw3psPIT_TcKFoIc48rLh8i6H0tfDuHevwW3nm2uM4GJ5gzABy7Tlg==,5632.198,1061.359,18.0,37.7827421185773,-122.468323160254,"37.7827421185773,-122.468323160254"
MrFFk2qwAynCsnCcl2_mOrtPcbCgnHmT0-HL5rVRjlmRi8iYxK1qWg==,1455.962,493.209,8.0,37.7823865830739,-122.40209709852932,"37.7823865830739,-122.40209709852932"
eMnjnzP95Vax0XnvylU0xN_gk8JixJqNNi5F2-tex4prvKbRkxv8Xw==,7087.703,1392.791,23.0,37.76424626688824,-122.4649451847314,"37.76424626688824,-122.4649451847314"
NX173bJZdcFvN2XlYt3l0d3ObGg28KPUV7k75QRt0hP0l-7yn7aecw==,1897.764,490.852,8.0,37.785429928840266,-122.428277,"37.785429928840266,-122.428277"
yDW8NubA5YEctlkDpOlUBm1jimaFUuGBEyQpftXy30-wndy00VFoxA==,2821.963,861.509,14.0,37.807614,-122.417203,"37.807614,-122.417203"
eSWcSSjIobEbwh-gjFfVyJJwsxbuzTsPdpvhfqtLLPQUBkbki6u7Og==,1034.143,340.992,6.0,37.78173066997182,-122.40756779055454,"37.78173066997182,-122.40756779055454"
TbNSWC_5AmJcGX3041C-fyvif70GoXM2LqFoi5wBiYdD0iqYxvfSSQ==,2382.583,592.976,10.0,37.777726,-122.422991,"37.777726,-122.422991"
EJKFB81ChHVEo7ebQfv7kwRrB_FkgDqE1Y7jtbt2I9ybkFb2ZUM6bA==,4386.039,922.969,15.0,37.760662161462,-122.388421141818,"37.760662161462,-122.388421141818"
Zd9E2KhtixRlFu-z4O9vnrkOeGkjNTZlM6bmQZ6C613FlO_T3H08uQ==,3406.412,833.623,14.0,37.78789,-122.440595,"37.78789,-122.440595"
5iFNWD1YvDfMgui8t3r3t7qxePdcIJCyOowvboWzAFlIr3tpvI8h6Q==,5393.203,1027.018,17.0,37.77715801324,-122.46266875416,"37.77715801324,-122.46266875416"
5W33GVrR9SxbcZ7GBbbDXd07OxXrOpRzShdbNRrlmJHaH5oHUyWszg==,3911.323,926.774,15.0,37.765098,-122.422628,"37.765098,-122.422628"
YXG_HABR_qv2N6rjczAsocdkBh59pwkcOhY0Iy69Nofo5KZ4Il5bNw==,5284.655,1021.076,17.0,37.78267,-122.46493,"37.78267,-122.46493"
RiIdm_o76V39FZ0JjNUMIek9SVTdV-hUIj2Mdyj3Zvb-X5ZdTAf0CQ==,5505.372,1400.05,23.0,37.751825,-122.427164,"37.751825,-122.427164"
